bigram,n,total_sentiment
stun confusion,1,negative
stun difficulties,1,negative
stun distract,1,negative
stun freeze,1,negative
stun funny,1,negative
stun glitch,1,negative
stun issue,1,negative
stun stutter,1,negative
stun trap,1,negative
stunned contempt,1,negative
stunned dazed,1,negative
stunned faze,1,negative
stunned freezing,1,negative
stunned frozen,1,negative
stunned paralyzed,1,negative
stunned slowed,1,negative
stunned unable,1,negative
stunning blinding,1,negative
stunning cave,1,negative
stunning challenging,1,negative
stunning cloud,1,negative
stunning detract,1,negative
stunning devoid,1,negative
stunning disappointment,1,negative
stunning disregard,1,negative
stunning enemy,1,negative
stunning false,1,negative
stunning issues,1,negative
stunning knife,1,negative
stunning mystery,1,negative
stunning poor,1,negative
stunning scam,1,negative
stunning static,1,negative
stunning strangely,1,negative
stunning weakness,1,negative
stunningly broken,1,negative
stunningly frustrating,1,negative
stunningly incompetent,1,negative
stunningly mediocre,1,negative
stunningly poorly,1,negative
stunningly stupid,1,negative
stunningly terrible,1,negative
stunt aggression,1,negative
stunt crash,1,negative
stunted abomination,1,negative
stunted crippled,1,negative
stunted mess,1,negative
stunted ugly,1,negative
stupendous damage,1,negative
stupendously complicated,1,negative
stupendously hard,1,negative
stupendously moronic,1,negative
stupendously overpriced,1,negative
stupendously ridiculous,1,negative
stupendously slow,1,negative
stupid abuse,1,negative
stupid ambush,1,negative
stupid anger,1,negative
stupid angry,1,negative
stupid annoyingly,1,negative
stupid antagonist,1,negative
stupid ashamed,1,negative
stupid attacks,1,negative
stupid awkward,1,negative
stupid backward,1,negative
stupid bane,1,negative
stupid barbarian,1,negative
stupid berserk,1,negative
stupid blame,1,negative
stupid bland,1,negative
stupid bleeding,1,negative
stupid bloated,1,negative
stupid blunders,1,negative
stupid blurry,1,negative
stupid breach,1,negative
stupid breaking,1,negative
stupid broke,1,negative
stupid burn,1,negative
stupid burning,1,negative
stupid bust,1,negative
stupid cancerous,1,negative
stupid careless,1,negative
stupid cheat,1,negative
stupid cheater,1,negative
stupid cheating,1,negative
stupid cheats,1,negative
stupid cheesy,1,negative
stupid choke,1,negative
stupid cliched,1,negative
stupid clueless,1,negative
stupid complain,1,negative
stupid corrupted,1,negative
stupid corruption,1,negative
stupid critics,1,negative
stupid cunts,1,negative
stupid dangerous,1,negative
stupid dark,1,negative
stupid defensive,1,negative
stupid delay,1,negative
stupid desperate,1,negative
stupid deviate,1,negative
stupid dick,1,negative
stupid ding,1,negative
stupid disappointing,1,negative
stupid distorted,1,negative
stupid distress,1,negative
stupid doomsday,1,negative
stupid dope,1,negative
stupid douchbag,1,negative
stupid drunkard,1,negative
stupid drunken,1,negative
stupid dungeon,1,negative
stupid dying,1,negative
stupid enraging,1,negative
stupid excessive,1,negative
stupid explode,1,negative
stupid fail,1,negative
stupid failed,1,negative
stupid failure,1,negative
stupid fall,1,negative
stupid fallen,1,negative
stupid fallout,1,negative
stupid fatal,1,negative
stupid fatigue,1,negative
stupid fault,1,negative
stupid faults,1,negative
stupid fear,1,negative
stupid feint,1,negative
stupid fictional,1,negative
stupid filthy,1,negative
stupid fist,1,negative
stupid flares,1,negative
stupid fool,1,negative
stupid frail,1,negative
stupid freezes,1,negative
stupid friggin,1,negative
stupid frozen,1,negative
stupid gloomy,1,negative
stupid greed,1,negative
stupid grief,1,negative
stupid gross,1,negative
stupid hateful,1,negative
stupid headaches,1,negative
stupid hell,1,negative
stupid idle,1,negative
stupid immature,1,negative
stupid impertinent,1,negative
stupid inaccurate,1,negative
stupid incessant,1,negative
stupid incomplete,1,negative
stupid inefficient,1,negative
stupid inept,1,negative
stupid infuriating,1,negative
stupid insanely,1,negative
stupid insensitive,1,negative
stupid invasive,1,negative
stupid ironic,1,negative
stupid irrelevant,1,negative
stupid jaded,1,negative
stupid jagged,1,negative
stupid killed,1,negative
stupid killer,1,negative
stupid lacking,1,negative
stupid lifeless,1,negative
stupid limit,1,negative
stupid limitation,1,negative
stupid limited,1,negative
stupid limits,1,negative
stupid loose,1,negative
stupid loses,1,negative
stupid lost,1,negative
stupid loud,1,negative
stupid maddening,1,negative
stupid messes,1,negative
stupid miserable,1,negative
stupid mock,1,negative
stupid monotonous,1,negative
stupid mystery,1,negative
stupid needless,1,negative
stupid negligence,1,negative
stupid nitpick,1,negative
stupid nuisance,1,negative
stupid object,1,negative
stupid obnoxiously,1,negative
stupid opponent,1,negative
stupid overpower,1,negative
stupid oversight,1,negative
stupid pandering,1,negative
stupid pig,1,negative
stupid pointlessly,1,negative
stupid pretend,1,negative
stupid pretentious,1,negative
stupid prick,1,negative
stupid profane,1,negative
stupid profanity,1,negative
stupid protest,1,negative
stupid punk,1,negative
stupid racism,1,negative
stupid radical,1,negative
stupid raging,1,negative
stupid rail,1,negative
stupid randomly,1,negative
stupid ranting,1,negative
stupid resistance,1,negative
stupid restriction,1,negative
stupid risk,1,negative
stupid risky,1,negative
stupid rogue,1,negative
stupid rough,1,negative
stupid ruin,1,negative
stupid rusty,1,negative
stupid sack,1,negative
stupid scams,1,negative
stupid scrap,1,negative
stupid scream,1,negative
stupid shaky,1,negative
stupid shallow,1,negative
stupid shame,1,negative
stupid shocking,1,negative
stupid shoddy,1,negative
stupid shortcoming,1,negative
stupid slaves,1,negative
stupid slime,1,negative
stupid sloppy,1,negative
stupid smash,1,negative
stupid smoke,1,negative
stupid static,1,negative
stupid sticky,1,negative
stupid strike,1,negative
stupid stunt,1,negative
stupid stuttering,1,negative
stupid superfluous,1,negative
stupid taunt,1,negative
stupid terribly,1,negative
stupid threats,1,negative
stupid torture,1,negative
stupid trap,1,negative
stupid trivial,1,negative
stupid twisted,1,negative
stupid unclear,1,negative
stupid uncomfortably,1,negative
stupid unexpected,1,negative
stupid unforgiving,1,negative
stupid unimportant,1,negative
stupid unknown,1,negative
stupid unreasonable,1,negative
stupid unskilled,1,negative
stupid utterly,1,negative
stupid violent,1,negative
stupid wasted,1,negative
stupid wasting,1,negative
stupid whining,1,negative
stupid wily,1,negative
stupid wrong,1,negative
stupidest bad,1,negative
stupidest bugs,1,negative
stupidest crap,1,negative
stupidest freaking,1,negative
stupidest nonsense,1,negative
stupidest scary,1,negative
stupidity abuse,1,negative
stupidity anger,1,negative
stupidity bugs,1,negative
stupidity dark,1,negative
stupidity enemies,1,negative
stupidity expensive,1,negative
stupidity freak,1,negative
stupidity inability,1,negative
stupidity ineptitude,1,negative
stupidity obscures,1,negative
stupidity stress,1,negative
stupidity tricked,1,negative
stupidly annoyingly,1,negative
stupidly atrocious,1,negative
stupidly awkward,1,negative
stupidly blind,1,negative
stupidly blunt,1,negative
stupidly bored,1,negative
stupidly challenging,1,negative
stupidly childish,1,negative
stupidly conspicuous,1,negative
stupidly contrived,1,negative
stupidly crazy,1,negative
stupidly depressingly,1,negative
stupidly destroy,1,negative
stupidly distracting,1,negative
stupidly egotistical,1,negative
stupidly enraging,1,negative
stupidly erase,1,negative
stupidly evil,1,negative
stupidly excessively,1,negative
stupidly freaking,1,negative
stupidly goofy,1,negative
stupidly idiotic,1,negative
stupidly inaccurate,1,negative
stupidly incoherent,1,negative
stupidly insensitive,1,negative
stupidly killing,1,negative
stupidly lacking,1,negative
stupidly lifeless,1,negative
stupidly obnoxious,1,negative
stupidly obscure,1,negative
stupidly odd,1,negative
stupidly offensive,1,negative
stupidly overkill,1,negative
stupidly overwhelmingly,1,negative
stupidly pointless,1,negative
stupidly rage,1,negative
stupidly randomly,1,negative
stupidly restricted,1,negative
stupidly restrictive,1,negative
stupidly sad,1,negative
stupidly steep,1,negative
stupidly suffocate,1,negative
stupidly treacherous,1,negative
stupidly unclear,1,negative
stupidly unsafe,1,negative
stupidly unstable,1,negative
stupidly vague,1,negative
stupidly villainous,1,negative
stupidly waste,1,negative
stupidly weird,1,negative
stupidly worthless,1,negative
sturdy barbarian,1,negative
sturdy enemies,1,negative
sturdy tank,1,negative
stutter awful,1,negative
stutter bad,1,negative
stutter badly,1,negative
stutter blurry,1,negative
stutter bugs,1,negative
stutter choppy,1,negative
stutter flickering,1,negative
stutter hard,1,negative
stutter horrendously,1,negative
stutter insane,1,negative
stutter jerk,1,negative
stutter pathetic,1,negative
stutter poor,1,negative
stutter ridiculously,1,negative
stutter ruins,1,negative
stutter severity,1,negative
stutter stuttering,1,negative
stutter tank,1,negative
stutter terribly,1,negative
stutter warp,1,negative
stutter wildly,1,negative
stuttered bad,1,negative
stuttered badly,1,negative
stuttered crashed,1,negative
stuttered freezing,1,negative
stuttered randomly,1,negative
stuttering abomination,1,negative
stuttering broken,1,negative
stuttering bs,1,negative
stuttering bugs,1,negative
stuttering crap,1,negative
stuttering debilitating,1,negative
stuttering disaster,1,negative
stuttering dissapointed,1,negative
stuttering enemy,1,negative
stuttering erratic,1,negative
stuttering error,1,negative
stuttering frustrating,1,negative
stuttering glitches,1,negative
stuttering horrendously,1,negative
stuttering impossible,1,negative
stuttering jarring,1,negative
stuttering jitters,1,negative
stuttering joke,1,negative
stuttering killed,1,negative
stuttering kills,1,negative
stuttering limited,1,negative
stuttering loss,1,negative
stuttering muddy,1,negative
stuttering poorly,1,negative
stuttering ruined,1,negative
stuttering split,1,negative
stuttering strangely,1,negative
stuttering stuttering,1,negative
stuttering stutters,1,negative
stuttering terribly,1,negative
stuttering trouble,1,negative
stuttering ugly,1,negative
stuttering unacceptable,1,negative
stuttering unresponsive,1,negative
stuttering unstable,1,negative
stuttering unwatchable,1,negative
stutters bad,1,negative
stutters freezing,1,negative
stutters horrendously,1,negative
stutters horrible,1,negative
stutters muddy,1,negative
stutters ruin,1,negative
stutters ruins,1,negative
stutters shaky,1,negative
stutters slow,1,negative
stutters smells,1,negative
stutters stupid,1,negative
stutters trouble,1,negative
stutters unappealing,1,negative
stutters violently,1,negative
stutters worst,1,negative
stylish attack,1,negative
stylish beware,1,negative
stylish downside,1,negative
stylish dungeon,1,negative
stylish grapple,1,negative
stylish hack,1,negative
stylish hard,1,negative
stylish killing,1,negative
stylish kills,1,negative
stylish knife,1,negative
stylish simplistic,1,negative
stylish superficial,1,negative
stylishly brutal,1,negative
stylized critical,1,negative
stylized dungeon,1,negative
stylized falls,1,negative
stylized gloomy,1,negative
stylized hysteria,1,negative
subdued desolate,1,negative
subjugate assassinate,1,negative
submissive passive,1,negative
submissive slaves,1,negative
subservient demon,1,negative
subsidizing idiots,1,negative
substandard slap,1,negative
substandard zombie,1,negative
substantive complaint,1,negative
substantive criticism,1,negative
subversive parody,1,negative
subversively cynical,1,negative
succeed boring,1,negative
succeed cons,1,negative
succeed dark,1,negative
succeed die,1,negative
succeed enemy,1,negative
succeed fail,1,negative
succeed failed,1,negative
succeed grind,1,negative
succeed ignore,1,negative
succeed sadly,1,negative
succeed silly,1,negative
succeed stuttering,1,negative
succeeded failed,1,negative
succeeded killing,1,negative
succeeded poor,1,negative
succeeded sadly,1,negative
succeeding breaking,1,negative
succeeding failing,1,negative
succeeding poor,1,negative
succeeds fails,1,negative
succes failure,1,negative
success alarm,1,negative
success baffle,1,negative
success bored,1,negative
success clunky,1,negative
success contradiction,1,negative
success crashes,1,negative
success critical,1,negative
success damn,1,negative
success fail,1,negative
success failing,1,negative
success harassed,1,negative
success heck,1,negative
success hell,1,negative
success inflated,1,negative
success kill,1,negative
success loss,1,negative
success miss,1,negative
success poor,1,negative
success poorly,1,negative
success sarcasm,1,negative
